"Word_Problem_ID" "stemsearchedterm" "Lemma" "Category" "Word_Problem"
"" "335" "he" "13" "masculine" "(423) A creditor ,  agreeing to receive £25 for a debt ,  finds that he has been paid at the rate of 12J. 6d. in the pound  ;  how much was the debt ?"
"" "341" "he" "40" "masculine" "(429) A and B walk a race of 25 miles  ;  A gives B 45 minutes' start  ;  A walks uniformly a mile in 1 1 minutes and catches B at the 20th milestone : find B's rate and by how much he lost in time and space."
"" "345" "he" "26" "masculine" "(436) A man ,  by selling out of a 3 per cent. stock at 99 ,  gains 10 per cent. on his investment. At what price did he buy ,  and what was his income ,  supposing that he realized 15345 pounds?"
"" "345" "he" "35" "masculine" "(436) A man ,  by selling out of a 3 per cent. stock at 99 ,  gains 10 per cent. on his investment. At what price did he buy ,  and what was his income ,  supposing that he realized 15345 pounds?"
"" "347" "he" "25" "masculine" "(438) An agent has to receive a rent paid in corn from a tenant ,  and to deliver it to the landlord. At each payment he uses ,  so as to benefit himself ,  a false balance ,  such that 9 lb. in one scale balances 10 lb. in the other. Corn being worth 49J. a quarter ,  the value of his plunder is ^46. iu. What is the corn-rent ?"
"" "353" "he" "30" "masculine" "(446) A person invests the present value of £2358 due two years hence at 4 per cent. in gas-shares ,  which pay at the rate of nine per cent.  ;  he gives £144 for each share of £100 ;  what is his annual income ,  and what rate per cent. does he make of his money invested in the gas-shares ?"
"" "353" "he" "49" "masculine" "(446) A person invests the present value of £2358 due two years hence at 4 per cent. in gas-shares ,  which pay at the rate of nine per cent.  ;  he gives £144 for each share of £100 ;  what is his annual income ,  and what rate per cent. does he make of his money invested in the gas-shares ?"
"" "369" "he" "23" "masculine" "(473) A grocer buys half a ton of sugar for £29. io*. ,  and retails it at 7id. a pound : how much does he gain by it ?"
"" "388" "he" "13" "masculine" "(496) A soldier has 5 hours' leave of absence : how far may he ride on a coach which travels 10 miles an hour ,  so as to return to the camp in time ,  walking at the rate of 5 miles an hour ?"
"" "389" "he" "39" "masculine" ". (497) A man sells out of the 3 per cent. Consols at 90 ,  and invests the proceeds in the Russian 4 per cents. at par ,  thereby adding £200 to his income. How much of the Russian stock does he hold ?"
"" "419" "he" "21" "masculine" "(537) A speculator bought 43 shares in a mine at 35I ,  and kept them till they dropped to 1ll ,  when he sold out and bought with the proceeds 6 per cent. railway stock at 28 premium : find his annual income from the latter investment."
"" "432" "he" "27" "masculine" "(554) A person bought a box of 100 oranges at 16 a shilling ,  just before a rise in price of 1id. a dozen. How much did he save by buying before the rise ?"
"" "434" "he" "17" "masculine" "(556) A person sells out of the 3I per cents. at 92^ ,  and realises  , £18550. If he invests two-fifths of the produce in the 4 per cents. at 96 ,  and the remainder in the 3 per cents ,  at 90 ,  find the alteration in his income."
"" "440" "he" "28" "masculine" "(564) If a tradesman adds to the cost price of his goods a profit of 12-! per cent. ,  what is the cost price of an article which he sells for £1. 18s. 3d. ?"
"" "443" "he" "43" "masculine" "    (567) A baker's outlay for flour is 70 per cent. of his gross receipts ,  and other trade expenses 20 per cent. The price of flour falls 50 per cent. ,  and other trade expenses are thereby reduced 25 per cent. What reduction should he make in the price of a fivepenny loaf ,  allowing him still to realise the same amount of profit ?"
"" "453" "he" "31" "masculine" "(577) Two persons ,  A and B ,  meet to settle their accounts ,  A has 3J years previously lent B  , £500  ;  and 3 has a bill of £320 against A ,  for which he is to allow nine months' dis count  ;  if the interest in each case is 4 per cent. per ann. ,  what has B to pay A ?  "
"" "459" "he" "30" "masculine" "(583) A grocer buys 4 cwt. 3 qr. 14 lb. of sugar at £1. 16s. 8d. per cwt. ,  and sells it at 4\d. per lb.  ;  how much does he gain or lose per. cent. ?"
"" "465" "he" "26" "masculine" "(589) A man rows down a river 18 miles in 4 hours with the stream ,  and returns in 12 hours  ;  find the rate at which he rows ,  and the rate at which the stream flows."
"" "466" "he" "26" "masculine" "(590) A person having £20000 In the 3 per cents. sells out at 94j ,  and invests the produce in bank stock at 225 ,  from which he can get 8y per cent. interest. Find the change in his income."
"" "468" "he" "19" "masculine" "(594) If with a capital of £500 a tradesman gain £50 in 7 months ,  in what time will he gain  , £60. 1oj. with a capital of ^385 ? (595) If the rent of land in France be 130 francs per hectare ,  calculate the rent per acre in English money ,  25 francs being equal to 20 shillings ,  and 100 hectares equal to 247 acres."
"" "475" "he" "21" "masculine" "(605) A man invests .£3000 in the 3 per cents. at 80  ;  after the funds have risen 4 per cent. he transfers his stock to the 3! per cents. at 96J : what will be the alteration in his income ?"
"" "487" "he" "20" "masculine" "(619) A dealer purchases a liquid at 4s. the gallon ,  and dilutes it with so much water that ,  when he sells the com pound at 3s. a gallon ,  he gains 20 per cent. on his outlay. How much water is there in every gallon of the compound sold?"
"" "487" "he" "29" "masculine" "(619) A dealer purchases a liquid at 4s. the gallon ,  and dilutes it with so much water that ,  when he sells the com pound at 3s. a gallon ,  he gains 20 per cent. on his outlay. How much water is there in every gallon of the compound sold?"
"" "493" "he" "10" "masculine" "(625) A merchant lost a cargo at sea which he had insured  ;  the broker offered him a sum of money for his loss ,  which the merchant refused as being 10 per cent. below the estimated value of his loss  ;  the broker then offered £379. 15-r. more than he offered at first ,  and the whole amount of the second offer was 51 per cent. in excess of the estimated value. What was that value ?"
"" "493" "he" "49" "masculine" "(625) A merchant lost a cargo at sea which he had insured  ;  the broker offered him a sum of money for his loss ,  which the merchant refused as being 10 per cent. below the estimated value of his loss  ;  the broker then offered £379. 15-r. more than he offered at first ,  and the whole amount of the second offer was 51 per cent. in excess of the estimated value. What was that value ?"
"" "496" "he" "23" "masculine" "(628) By selling tea at 4s. 8d. a pound ,  a grocer clears one-seventh of his outlay  ;  what profit per cent. will he clear by selling the same tea at 5f. a pound ?"
"" "506" "he" "10" "masculine" "(638) A bankrupt's assets are .£675 ,  out of which he pays 1 5 J. in the pound on half his debts ,  and 12s. on the other half. What is the amount of his debts ?"
"" "507" "he" "36" "masculine" "(639) A grocer buys 567 cwt. of sugar at £1. 1gs. io±d. per cwt. ,  and mixes it with 1161 cwt. bought at £2. 2s. 6±d. per cwt.  ;  at what price per lb. must he sell the mixture to realise a profit of 12 per cent. ?"
"" "520" "he" "10" "masculine" "(654) A general ,  after losing a battle ,  found that he had only two-thirds of his army left fit for action  ;  one-ninth of the army had been wounded ,  and the remainder ,  2000 men ,  killed or missing  ;  of how many did the army consist before the battle ?"
"" "529" "he" "23" "masculine" "(666) A spirit merchant buys two sorts of spirits in equal quantities ,  one at a shilling a gallon more than the other : he mixes them and sells the mixture for 16s. 6d. per gallon ,  gaining 10 per cent. on his outlay. What was the price paid per gallon by the merchant ?"
"" "530" "he" "38" "masculine" "(667) A man buys a farm of 1 50 acres for £4624 ,  and after repairing the buildings lets it at 30*. per acre ,  thereby getting a return of 4! per cent. on his money : how much did he spend on repairs ?"
"" "537" "he" "23" "masculine" "(675) M invests one-third of his property in bank stock ,  one-sixth in Consols ,  and the remainder in railway shares. When he sells out he makes a profit of 5 per cent. ,  3 per cent. ,  and 2 per cent. respectively on the investments ,  and realises £6190. Required the amount of his property originally."
"" "537" "he" "26" "masculine" "(675) M invests one-third of his property in bank stock ,  one-sixth in Consols ,  and the remainder in railway shares. When he sells out he makes a profit of 5 per cent. ,  3 per cent. ,  and 2 per cent. respectively on the investments ,  and realises £6190. Required the amount of his property originally."
"" "544" "he" "25" "masculine" "(683) By investing a certain sum of money in the 3 per cents. at 915 a man obtains an income of ^464 : what would he obtain by investing an equal sum in the 4 per cents ,  at 96?"
"" "545" "he" "32" "masculine" "(684) If gold be at a premium of 20 per cent. ,  and a person buy goods marked 135 dollars ,  and offer gold to the amount of 135 dollars ,  what change ought he to receive in notes ,  5 per cent. being abated for ready payment ?"
"" "546" "he" "17" "masculine" "(685) A merchant buys two butts of wine ,  one for £120 ,  and one for £1 10  ;  he also buys a third ,  and after mixing the three ,  retails the wine at 45 s. a dozen ,  making 12 1/2 per cent. on his outlay : supposing the number of dozens in a butt to be 52 ,  find the price of the third butt."
